Id,Label,timeset,attr_type,global_occurrences,attr_2,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,isperiphery,iscenter,Cluter-ID,Cluster,modularity_class,stat_inf_class,clustering,eigencentrality
username_ecbcf8ce48416976dc1006ecf7c987e6,eoin_murraye,,username,1,2843982298,Eoin Murray,"Deputy digital editor @DJmag | Anois, Os Ard | @thethinair | @DublinDigiRadio | eoin.murray@djmag.com | eoin@thethinair.net | Views mine | he/him","London via Tipperary ",3588,2001,12568,1466143119284572160,1466143119284572160,en,2021-12-01 20:32:13+00:00,RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK,303,0,0,0,[],[],NormalComposers,"Alvin Lucier, Alvin Lucier",https://twitter.com/NormalComposers/status/1466123599157334029/photo/1,[],1466123599157334029,2358169944,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.054403,0.000155,2,1153,false,false,948,511,843,449,0,0
username_43a5fe872f9e08aef59fee9d079a2315,epa1257,,username,3,714921092985528320,Kait Bell,she/her . making music . mentally unwell,"Innisfil, Ontario",324,2396,21189,1466143723411193856 | 1466143782156525568 | 1466143793040834560,1466143723411193856 | 1466143782156525568 | 1466143793040834560,en,2021-12-01 20:34:37+00:00 | 2021-12-01 20:34:51+00:00 | 2021-12-01 20:34:54+00:00,"RT @Cafeoto: RIP to the incredible Alvin Lucier. An artist who we were never able to welcome to perform at OTO, but whose work was performe… | RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK | RT @masayanakahara: R.I.P.  alvin lucier",137 | 303 | 7,0,0,0,[],[],Cafeoto | NormalComposers | masayanakahara,"Alvin Lucier | Alvin Lucier, Alvin Lucier | R.I.P. alvin",[] | https://twitter.com/NormalComposers/status/1466123599157334029/photo/1,[],1466093937500827659 | 1466123599157334029 | 1466132929063518213,106808100 | 1874442852 | 2358169944,retweeted,0,3,3,0,3,3,9,1,1,0,0,0.06133,0.000155,2,1154,false,false,948,41,466,399,0,0
username_ac85e4ebfeedfaff1e12a8bcb0ca2cf5,epistemophagy,,username,1,1360031692967219200,moby dickgirl,Isabelle (biological name). 27. she/her. resisting cardiac arrest since 2022. rococo paperclip. sussy hypno. suncuck. priv (NSFW): @noscabiblica,Meanjin,4516,4174,124698,1466217758790541312,1466217758790541312,en,2021-12-02 01:28:49+00:00,"RT @stereogum: Avant-garde composer Alvin Lucier is dead at 90. He was best known for his seminal work ""I Am Sitting In A Room"" (1969) http…",16,0,0,0,[],[],stereogum,Alvin Lucier,[],[],1466211249365008384,5135521,retweeted,0,1,1,0,1,1,13,1,1,0,0,0.000013,0.000155,2,1155,false,false,948,45,275,369,0,0
username_b2a5d67c9868e3d67dcc366beab1f723,eradious,,username,1,615185696,E-Radio.US,"Non Stop e-Radio Music, Music & Arts News Portal, 70 Live Radio Music Stations, Local USA News for Sports, Breaking News, Health and many more, No Ads.",United States,2525,127,339702,1466217961727877120,1466217961727877120,fr,2021-12-02 01:29:37+00:00,"#e_RadioUS Alvin Lucier, Avant-Garde Composer, Dead At 90 https://t.co/qNQoYXTi1H",0,0,0,0,[],[],[],[],https://e-radio.us/alvin-lucier-avant-garde-composer-dead-at-90/,e_RadioUS,[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,323,1156,false,false,323,512,290,315,0,0
username_84ee6388ef45019ca4e677b5a3a3ac2f,erctldysfnction,,username,1,1462410778884116480,Jeffry Swinton-Clinton,"I hate skinny jeans, cause the burner keep rubbin.","Berlin, Germany",135,2537,2517,1466184211816230912,1466184211816230912,en,2021-12-01 23:15:31+00:00,"RT @pitchfork: Alvin Lucier, an experimental composer who was known for his avant-garde works and sound installations, has died https://t.c…",28,0,0,0,[],[],pitchfork,Alvin Lucier,[],[],1466158950177558534,14089195,retweeted,0,1,1,0,1,1,9,1,1,0,0,0.000641,0.000155,2,1157,false,false,948,25,815,993,0,0
username_54edb81af1b4df29c644ea37596f480b,erhonchal,,username,1,1429635652862181376,E Rhonchal,Me,[],6,158,24,1466132105205800960,1466132105205800960,en,2021-12-01 19:48:27+00:00,RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK,303,0,0,0,[],[],NormalComposers,"Alvin Lucier, Alvin Lucier",https://twitter.com/NormalComposers/status/1466123599157334029/photo/1,[],1466123599157334029,2358169944,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.054403,0.000155,2,1158,false,false,948,513,843,449,0,0
username_f802c443069fc7a927db9d7fcdedb6af,eric______o,,username,1,45415865,eric o,@orquestatipica 🎻 editor en @indiehoy 💿 cco. en @radiorea,Buenos Aires,399,272,4597,1466124447987994624,1466124447987994624,es,2021-12-01 19:18:02+00:00,"RT @CASoCNB: Con profunda tristeza despedimos al compositor experimental estadounidense Alvin Lucier.  En su homenaje, #RadioCASo repasará…",2,0,0,0,[],[],CASoCNB,Alvin Lucier,[],RadioCASo,1466121370627043329,780577189607583744,retweeted,0,1,1,0,1,1,-1,1,1,0,0,0,0.000155,179,1159,false,false,179,129,841,162,0,0
username_e45036dafbb71e8a39243303691ab7d6,ericbarrydrasin,,username,1,990592106841432064,DJ Mouse Jiggler,"Media Artist + Researcher Video, XR, Performance, Blockchain stuff.  PhDing in Radical Utopian Failure @CUCritMedia  @dungeonmasterzz  @diggers_art",Colorado,205,623,1330,1466166059841454080,1466166059841454080,zxx,2021-12-01 22:03:23+00:00,https://t.co/QObhqR0dmv,1,1,5,0,[],[],[],[],https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html,[],[],[],[],1,0,1,1,0,1,-1,0,0,0,0,0,0.000286,324,1160,false,false,324,212,729,316,0,0.003261
username_978d35b60d59a8ed148e385a6d4fe54c,ericjlawrence,,username,1,14098113,ericjlawrence,"I am a DJ. I am what I play.  Plus, literary & cinema studies scholar, librarian, v/o talent, sportsman, cat-befriender","Los Angeles, CA",1949,1411,13242,1466132538129207296,1466132538129207296,en,2021-12-01 19:50:11+00:00,"RT @derekwalmsley: Devastated to hear of the death of Alvin Lucier. Pieces like Vespers, Clocker and of course I Am Sitting In A Room made…",20,0,0,0,[],[],derekwalmsley,"Alvin Lucier, Clocker",[],[],1466103901103525888,27491779,retweeted,0,1,1,0,1,1,10,0.416667,0.516667,0,0,0.001695,0.000155,2,1161,false,false,948,37,850,400,0,0
username_bbca53f2c188925ad52369df112e4dba,ericnbarroso,,username,1,40950288,Eric Barroso,"@Cinelimite, co-founder | https://t.co/zu6Xrzv55j","Ridgewood, NY",1336,823,67069,1466119129199484928,1466119129199484928,en,2021-12-01 18:56:54+00:00,damn RIP Alvin Lucier the realest,0,1,4,0,[],[],[],Alvin Lucier,[],[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,325,1162,false,false,325,514,291,317,0,0
username_61272c7150b0b361d7db8ed27e9d59a3,ericort77737892,,username,1,1433570903162605568,Eric Ortiz,Fan of all sorts of weird media. Basically anything my mother won’t like. He/Him,NJ,6,47,656,1466244212677132288,1466244212677132288,en,2021-12-02 03:13:56+00:00,"I know that @clppng already made subtle tribute to Alvin Lucier on last year‘s album, but it would be cool to hear them do a riff on “I Am Sitting In A Room“. Imagine, Daveed’s fast flow being reverberated into oblivion.",0,1,1,0,[],[],clppng,"Alvin Lucier, I Am Sitting In A Room, Daveed",[],[],[],[],[],0,1,1,0,1,1,11,1,1,0,0,0.001368,0.000155,2,1163,false,false,948,38,760,369,0,0
username_fc3bd16db4c36a0972389be0565d4b6a,erik_davis,,username,1,23145471,Erik Davis,"I write and lecture on consciousness culture from a California perspective: media, religion, subculture, drugs. Substack: https://t.co/4O4A5yVzTu",San Francisco,16205,1549,11111,1466188329590820864,1466188329590820864,en,2021-12-01 23:31:52+00:00,RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK,303,0,0,0,[],[],NormalComposers,"Alvin Lucier, Alvin Lucier",https://twitter.com/NormalComposers/status/1466123599157334029/photo/1,[],1466123599157334029,2358169944,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.054403,0.000155,2,1164,false,false,948,515,843,449,0,0
username_c0f98523fb144e95d2203f6c77dc2e8a,erik_leroy,,username,1,52205145,erik leroy,... MOⒶNARCHIST ...  ~ la société du spectracle ~,Brussels,89,347,1696,1466119420447711232,1466119420447711232,en,2021-12-01 18:58:03+00:00,RT @EchoesRadio: Avant-garde composer Alvin Lucier is Siting in the Final Room and  twanging the infinite Long Thin Wire. He left the plane…,3,0,0,0,[],[],EchoesRadio,Alvin Lucier,[],[],1466098210087317513,13799612,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.000032,0.000155,2,1165,false,false,948,51,302,444,0,0
username_60e28a9f6010a3c07fd713ff9b8fa0a1,eriksutch,,username,3,16337142,Erik,,[],647,604,12423,1466086274738044928 | 1466087503144919040 | 1466089407891525632,1466086274738044928 | 1466087503144919040 | 1466089407891525632,en,2021-12-01 16:46:21+00:00 | 2021-12-01 16:51:13+00:00 | 2021-12-01 16:58:48+00:00,"RIP ALVIN LUCIER https://t.co/Pv930FLVMj | one time in Berlin, Ambrose, Nilz, and I went to see Alvin Lucier. I bought a record from him after and he excitedly told me about his dad's jazz band from 1918 on the cover https://t.co/IikSklX09O | unintentionally captured crowd pics from Alvin Lucier in Berlin 2018 https://t.co/IwyTbge3kU",0 | 1,0 | 1,1 | 11 | 7,0,[],[],[],"ALVIN | Alvin Lucier, Berlin | Berlin, Ambrose, Nilz, Alvin Lucier","https://twitter.com/eriksutch/status/1466086274738044928/photo/1 | https://twitter.com/eriksutch/status/1466087503144919042/photo/1, https://twitter.com/eriksutch/status/1466087503144919042/photo/1 | https://twitter.com/eriksutch/status/1466089407891525639/photo/1, https://twitter.com/eriksutch/status/1466089407891525639/photo/1",[],[],[],[],1,0,1,1,0,1,-1,0,0,0,0,0,0.000286,79,329,false,false,79,180,74,318,0,0.003261
username_1f211b61e6f5cd0447f549f478ab8b4a,erlenadlu,,username,2,1267099827080507392,Oksana Nesterenko,"Musicologist in New York: #experimentalmusic, #newmusic, #Ukraine, #SovietUnion, #spirituality, #religion, #secularity.",NYC,72,146,159,1466764083332534272,1466764083332534272,en,2021-12-03 13:39:43+00:00,RT @avantmusicnews: More on the Passing of Alvin Lucier https://t.co/msAqkpJ8OI,4,0,0,0,[],[],avantmusicnews,Alvin Lucier,http://avantmusicnews.com/2021/12/03/more-on-the-passing-of-alvin-lucier/,[],1466735014159294468,35846523,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.000263,0.000155,2,1166,false,false,948,82,281,513,0,0
username_b0735b6cf6d37e5cbe46a4d389b25ee2,erockinthehouse,,username,1,952654950,There’s a coup happening at Mills College,"she/her Writer, Southerner in my mind, Californian in my soul, New Yorker in my heart. Mills College (‘96) 🏳️‍🌈🏳️‍⚧️#InvestigateMills #SaveMills","Bronx, NYC",208,885,8498,1466211817647218688,1466211817647218688,en,2021-12-02 01:05:12+00:00,"RT @save_mills: While he was head of the CCM at Mills College, Robert Ashley made a series of videos entitled Music with Roots in the Aethe…",2,0,0,0,[],[],save_mills,"Mills College, Robert Ashley",[],[],1466140041894236163,1372671027835105281,retweeted,0,1,1,0,1,1,12,1,1,0,0,0.000209,0.000155,2,1167,false,false,948,60,375,449,0,0
username_a1a0e81f937337facd0f0eb73ef77905,erotic_nuisance,,username,2,1708750249,彝(つね),"Art Critic ,学芸員資格保持 ,MAU apm (C.C.) 卒  無言フォロー及び突然のリプライ、御容赦下さい。  ※美術系のリツイートが多いですけど、参考にして頂ければ幸いです。","Tokyo,Japan",2833,5001,108215,1466119871771537408 | 1466211681986441216,1466119871771537408 | 1466211681986441216,en | ja,2021-12-01 18:59:51+00:00 | 2021-12-02 01:04:40+00:00,RT @expressceleb: BREAKING: Composer and experimental musician Alvin Lucier dies aged 90 as ex-wife pays tribute https://t.co/FT04WI0nKv ht… | RT @turntokyo: 【訃報】 実験音楽の作曲家であるアルヴィン・ルシエがコネチカット州ミドルタウンで死去した。享年90。ケージ、ライヒ、グラスらと共に現代音楽の領域で活躍。音声および電磁テープのための作品『I Am Sitting in the Room』（69年）は…,5 | 51,0,0,0,[],[],expressceleb | turntokyo,"Alvin Lucier | アルヴィン・ルシエ, コネチカット州ミドルタウン, I Am Sitting in the Room",[] | https://www.express.co.uk/celebrity-news/1529998/Alvin-Lucier-dead-death-composer-experimental-musician-ex-wife-Mary-Lucier-tribute-news,[],1466110917519757314 | 1466199157920571401,1178625170828906496 | 871941185702690817,retweeted,0,2,2,0,2,2,11,1,1,0,0,0.000371,0.000155,2,1168,false,false,948,77,355,872,0,0
username_ac5f075fd7c071ba7e391dc746cab805,errollynwallen,,username,1,548506337,Errollyn Wallen,"Composer. Music travelled to outer space. Ivor Novello, Brit Composer award, NPR Top 10, BBC 100 Women, CBE & Last Night of the Proms. New opera - Dido’s Ghost",London & Scottish Highlands,6010,2494,12190,1466140405855043584,1466140405855043584,en,2021-12-01 20:21:26+00:00,I just heard Alvin Lucier has died. I loved him very much.#AlvinLucier,0,2,22,1,[],[],[],Alvin Lucier,[],AlvinLucier,[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,326,1169,false,false,326,516,292,319,0,0
username_cc1cf1a11ed7422adbcd2a16091afb8e,ershamiii,,username,1,710008831003238400,Ershami,3D artist | Creative Technology,"Tehran ",865,326,13285,1466155010820087808,1466155010820087808,en,2021-12-01 21:19:29+00:00,"RT @ubuweb: Alvin Lucier (1931-2021), Audio Archive: performances, music, documentary [MP3]: https://t.co/0JZqdT6n2z https://t.co/WFvCpckv73",163,0,0,0,[],[],ubuweb,Alvin Lucier,"https://ubu.com/sound/lucier.html, https://twitter.com/ubuweb/status/1466153660052873216/photo/1",[],1466153660052873216,38993997,retweeted,0,1,1,0,1,1,10,0.666667,0.75,0,0,0.008985,0.000155,2,1170,false,false,948,1,104,513,0,0
username_93d1d102f58d53db437ef32556d08c30,es7gvq6jaywdnwt,,username,1,934694559195348992,小寺 未知留/Michiru Kodera,芸術鑑賞と研究/勉強のためのアカウント,[],158,198,786,1466280865567490048,1466280865567490048,ja,2021-12-02 05:39:35+00:00,"RT @nakagawa09: RIP Alvin Lucier (May 14, 1931 – December 1, 2021)  アルヴィン・ルシエ、自宅で逝去とのこと。 https://t.co/0bIaJIbM7n",12,0,0,0,[],[],nakagawa09,RIP Alvin Lucier,https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html,[],1466166340855943169,89902683,retweeted,0,1,1,0,1,1,11,0.5,0.611111,0,0,0.000053,0.000155,2,1171,false,false,948,61,401,399,0,0
username_6eeac683dd7ac08720966d88aefbd277,eschmaltzzz,,username,1,22882242,Eric Schmaltz,"Writer-on-the-Grounds, @GlendonCampus | Ph.D. | Canadian & Avant-Garde Literature | Surfaces (@invisibooks) & I Want to Tell You Love (@UCalgaryPress) | He/Him",Distributed,1728,879,9234,1466165908754341888,1466165908754341888,en,2021-12-01 22:02:47+00:00,Saddened that learn that Alvin Lucier has died: https://t.co/zToQsZuRjT,0,0,8,0,[],[],[],Alvin Lucier,https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html?smid=tw-share,[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,327,1172,false,false,327,517,293,320,0,0
username_7d4c1210cd4104231174d5ff066e9e50,escoffet,,username,1,231508042,eduard escoffet,"poesia, ciutat, arquitectura / membre de @BarbaCorsini / https://t.co/iMIUeA5kTk / https://t.co/jPrvOKdVO6 / corrector de fons a la correccional / director de @poesiaimes",barcelona,3805,1693,8809,1466138837466464256,1466138837466464256,es,2021-12-01 20:15:13+00:00,RT @oriol_rosell: Alvin Lucier ha abandonado la habitación.  1931-2021. https://t.co/pOBdsukhM2,6,0,0,0,[],[],oriol_rosell,Alvin Lucier,https://www.youtube.com/watch?v=fAxHlLK3Oyk,[],1466095318504816647,826868622,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.000343,0.000155,2,1173,false,false,948,29,355,472,0,0
username_0985381dbe232add8e5e7b918fb3b152,espejoacustico,,username,8,1257643168625053696,(((o))) Acoustic Mirror,"Fugueur, dromomaniac.  @_selfnoise_ @mediateletipos  #fedi: Podéis tootearme en @acousticmirror@post.lurk.org",[],1255,1146,26529,1466102338016497664 | 1466128296492552192 | 1466155475423092736 | 1466160786850648064 | 1466175702903005184 | 1466673789874450432 | 1467981353169960960,1466102338016497664 | 1466128296492552192 | 1466155475423092736 | 1466160786850648064 | 1466175702903005184 | 1466673789874450432 | 1467981353169960960,en,2021-12-01 17:50:10+00:00 | 2021-12-01 19:33:19+00:00 | 2021-12-01 21:21:19+00:00 | 2021-12-01 21:42:26+00:00 | 2021-12-01 22:41:42+00:00 | 2021-12-03 07:40:55+00:00 | 2021-12-06 22:16:43+00:00,"RT @RupertPupkin__: Gordon Mumma, Barbara Dilley, Mary Lucier, Alvin Lucier, David Behrman, Shigeko Kubota, Robert Ashley, Mary Ashley.  Al… | RT @geetadayal: From an email Alvin Lucier sent me in 2014-“The origins of speech and music are mysterious. One cannot be sure which came f… | RT @geetadayal: RIP Alvin Lucier. An absolute legend of music! Here’s a long piece I wrote about him a while back. He was always generous w… | RT @issueproject: Rest In Peace Alvin Lucier (1931 - 2021). We are heartbroken but have so many memories with you and your work. ISSUE love… | RT @robinrimbaud: Farewell to composer Alvin Lucier (1931 - 2021) whose work taught us so much about the very act of listening as much as t… | RT @ubuweb: A selection of music from SOURCE-MUSIC OF THE AVANT GARDE, called ""the greatest publication ever on Avant Garde music."" With An… | RT @ubuweb: Alvin Lucier (1931-2021), Audio Archive: performances, music, documentary [MP3]: https://t.co/0JZqdT6n2z https://t.co/WFvCpckv73",163 | 24 | 42 | 46 | 50 | 70 | 94,0,0,0,[],[],RupertPupkin__ | geetadayal | issueproject | robinrimbaud | ubuweb,"Alvin Lucier | Gordon Mumma, Barbara Dilley, Mary Lucier, Alvin Lucier, David Behrman, Shigeko Kubota, Robert Ashley, Mary Ashley | []","[] | https://ubu.com/sound/lucier.html, https://twitter.com/ubuweb/status/1466153660052873216/photo/1",[],1466096324030382082 | 1466099142023950342 | 1466118320730431492 | 1466125872675524608 | 1466153660052873216 | 1466158658815942666 | 1467981086823174144,16932590 | 17958818 | 21600839 | 38993997 | 578101456,retweeted,0,5,5,0,5,5,9,0.7,0.833333,0,0,0.024235,0.000155,2,1174,false,false,948,16,410,513,0.05,0
username_95ed8541acf1e0304ff8322d9ee666ea,essvus,,username,1,1325744294125137920,Essvus,"Experimental electronic music taking influences including, but not limited to, avant-garde rock, drone, noise, and ambient.",[],16,434,318,1466592928545923072,1466592928545923072,en,2021-12-03 02:19:36+00:00,"Rest In Peace, Alvin Lucier.",0,0,0,0,[],[],[],Alvin Lucier,[],[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,328,1175,false,false,328,518,294,321,0,0
username_ff0355320c7eb881eafcf3f11b8ed3af,estcejai,,username,1,119951309,anthony kiedis and the e street band,,"Minnesota, USA",201,888,1599,1466209359415885824,1466209359415885824,en,2021-12-02 00:55:26+00:00,rip alvin lucier. he is now lying down in a room.,0,0,0,0,[],[],[],alvin lucier,[],[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,329,1176,false,false,329,519,295,322,0,0
username_bebb21696e3c88601c3f4c7dae2234b6,estreladanoite8,,username,1,988262919950536704,Zé Dias Estrela Da Noite☆☆🇺🇦 🌍☆🇪🇺🇺🇦🏳️‍🌈,"#Madeira  #Orgulho #600anos #CEO #da #minha #casa   #O #Meu #Partido #é #a  #MadeiraIsland   #BomDiaAlegria #StopCorrupção  #StopDitadores  #Julho🏳️‍🌈","Pérola do Atlântico MADEIRA ",3163,4994,365422,1466525327350509568,1466525327350509568,pt,2021-12-02 21:50:59+00:00,"RT @cnnportugal: Músico, de 90 anos, era considerado um pioneiro da composição. https://t.co/yTrSRALHh1",2,0,0,0,[],[],cnnportugal,[],https://cnnportugal.iol.pt/geral/morreu-o-compositor-norte-americano-alvin-lucier/20311130/61a8bc8f0cf2c7ea0f0b8d33?utm_source=twitter&utm_medium=social&utm_campaign=ed-cnnportugal,[],1466478564312850433,21783395,retweeted,0,1,1,0,1,1,-1,1,1,0,0,0,0.000155,210,1177,false,false,210,130,878,192,0,0
username_4a661d433f7263e5c6ff4f35be3656af,eternityreplica,,username,4,1561957519,Jesús Lizardo,industrial tweets for industrial people,México,495,728,16749,1466102658763214848 | 1466103611268734976 | 1466104173032841216 | 1466131273194393600,1466102658763214848 | 1466103611268734976 | 1466104173032841216 | 1466131273194393600,en | es,2021-12-01 17:51:27+00:00 | 2021-12-01 17:55:14+00:00 | 2021-12-01 17:57:28+00:00 | 2021-12-01 19:45:09+00:00,"RT @Cafeoto: RIP to the incredible Alvin Lucier. An artist who we were never able to welcome to perform at OTO, but whose work was performe… | RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK | RT @obladada: an absolute HERO. #rip Alvin Lucier https://t.co/sIwpXa0njH | Se nos adelantó Alvin Lucier, uno de los radicales del sonido. DEP.  https://t.co/9pr4TKskUP",0 | 137 | 17 | 303,0,0 | 5,0,[],[],Cafeoto | NormalComposers | [] | obladada,"Alvin Lucier | Alvin Lucier, Alvin Lucier",[] | https://twitter.com/NormalComposers/status/1466123599157334029/photo/1 | https://twitter.com/obladada/status/1466089836289433606/photo/1 | https://youtu.be/TXgGfuLztXo,[] | rip,1466089836289433606 | 1466093937500827659 | 1466123599157334029 | [],1003254816775262208 | 106808100 | 2358169944 | [],[] | retweeted,0,3,3,0,3,3,9,1,1,0,0,0.062216,0.000155,2,1178,false,false,948,56,355,506,0,0
username_779a36b618072c84ce1fcf7978ab5515,ethayden,,username,1,805116151,Ethan Hayden,composer/performer; author of @333sigurros; founder of @infrasonicpress; associate director of @woodencities (he/him),"Erie, PA",370,1186,701,1466452356887982080,1466452356887982080,en,2021-12-02 17:01:01+00:00,RT @infrasonicpress: RIP Alvin Lucier (1931-2021)  The world sounds better because he showed us new ways to listen. https://t.co/L9gmTfVcLt,2,0,0,0,[],[],infrasonicpress,Alvin Lucier,https://twitter.com/infrasonicpress/status/1466452275061219331/photo/1,[],1466452275061219331,1139602692341411840,retweeted,0,1,1,0,1,1,-1,1,1,0,0,0,0.000155,222,1179,false,false,222,135,400,447,0,0
username_511fc6ab046154f2f975c4415c6087a6,ethernetmind,,username,1,1278815655010217984,∆ΣTHΣR░विज्ञान⎈,🌈 ҉w҉i҉t҉c҉h҉t҉e҉c҉h҉ ҉c҉y҉b҉e҉r҉s҉l҉u҉s҉h҉ ҉w҉e҉b҉p҉u҉n҉k҉ ҉ 🌊                     🕉️ @NewFleshLtd.萬歲 ᵍᵘʳᵘ⁻ˢʰⁱˢʰʸᵃ ☯️,⛰⛰⛰ beyond the reach of eagles,2405,2410,8286,1466090599241629696,1466090599241629696,en,2021-12-01 17:03:32+00:00,"RT @clavendr: ""Careful listening is more important than making sounds happen."" RIP Alvin Lucier 👂🔊",46,0,0,0,[],[],clavendr,Alvin Lucier,[],[],1466089044681580547,46578033,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.001441,0.000155,2,1180,false,false,948,13,178,559,0,0
username_b09e28ca3cd0f1e7a626d252df983f3e,etparcell,,username,1,2604422792,Ethan T. Parcell,"music, art, education ||| focus group operas, the world without parking lots (he/him)","Chicago, IL",197,500,569,1466244570048565248,1466244570048565248,en,2021-12-02 03:15:21+00:00,Alvin Lucier made real life music  RIP to a true inspiration,0,0,2,0,[],[],[],Alvin Lucier,[],[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,330,1181,false,false,330,520,296,323,0,0
username_a92f624048162426105a1cd1208ac5f2,euphelectronica,,username,3,1270110991305629696,euphonicelectronia,Soulful & Melodious Electronica!  App : https://t.co/RNTiH47Ec0  Instagram : https://t.co/I3VeTaII2D,"Berlin, Germany",164,298,42835,1466416730583019520 | 1466831712080510976,1466416730583019520 | 1466831712080510976,en,2021-12-02 14:39:27+00:00 | 2021-12-03 18:08:27+00:00,"RT @DJmag: American avant-garde composer Alvin Lucier has died, aged 90 https://t.co/eodfvEnqpx | RT @Mixmag: RIP Alvin Lucier (1931 - 2021) https://t.co/3np1cbxYkn",4 | 7,0,0,0,[],[],DJmag | Mixmag,Alvin Lucier,https://dj-m.ag/31mEyie | https://mixmag.net/read/experimental-composer-alvin-lucier-has-died-aged-90-news,[],1466413506392170504 | 1466831115361083411,18672145 | 20162248,retweeted,0,2,2,0,2,2,11,1,1,0,0,0,0.000155,2,1182,false,false,948,47,507,389,0,0
username_13ca056f6ab601167a22a483c107c38a,eurojournaleng,,username,1,1092550866819780608,Euro Journal - English News,"Euro Journal is a European News Agency. We report in German and English language on current topics in UK, USA, Germany, Europe and the World.",London,806,46,294169,1466246789816799232,1466246789816799232,en,2021-12-02 03:24:10+00:00,"Alvin Lucier, American avant-garde composer, dies aged 90 | Music https://t.co/y852EOD60I",0,0,0,0,[],[],[],Alvin Lucier,https://en.euro-journal.press/2021/12/01/alvin-lucier-american-avant-garde-composer-dies-aged-90-music/,[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,331,1183,false,false,331,521,297,324,0,0
username_f597f629b1764f662c5b13df2d718e00,evansdonnell,,username,1,14445487,Evans Donnell,"Father; Husband; Writer; Actor (SAG-AFTRA and AEA), Former Newspaper Arts Critic, News Reporter and Sports Reporter; Retweets are not necessarily endorsements!","Nashville, TN, USA",2349,4996,188343,1466424675869900800,1466424675869900800,zxx,2021-12-02 15:11:02+00:00,https://t.co/jFknHnV4fk,0,0,0,0,[],[],[],[],https://www.washingtonpost.com/obituaries/2021/12/01/alvin-lucier-composer-dead/,[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,332,1184,false,false,332,522,298,325,0,0
username_5a09c3f94d9cdb4532a1e610b74ad5f6,evanunoart,,username,1,2817636476,Evan -humorous name delayed by supply chain issues,"When you believe in things that you don't understand, then you suffer.",Wandering around with 🦁,1911,1300,254267,1466124079090438144,1466124079090438144,en,2021-12-01 19:16:34+00:00,RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK,303,0,0,0,[],[],NormalComposers,"Alvin Lucier, Alvin Lucier",https://twitter.com/NormalComposers/status/1466123599157334029/photo/1,[],1466123599157334029,2358169944,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.054403,0.000155,2,1185,false,false,948,523,843,449,0,0
