,author_id,username,display_name,author_desc,author_location,followers,following,tweets count,tweet date,tweet_id,tweet_lang,tweet_reply,text,retweet_count,reply_count,like_count,quote_count,in_reply_to_user_id,referenced_tweets,geo,annotations,urls,mentions,hashtags,clean_mentions,clean_annotations,clean_urls,clean_hashtags
530,89465677,spencertopel,Spencer Topel,"CTO and Co-Founder at electron robotics. Living my life as an artist, entrepreneur, and father.","Brooklyn, NY",566,631,2075,2021-12-01 21:50:00+00:00,1466162690603298816,en,everyone,Sad to hear about the passing of Alvin Lucier. It would’ve been great to see him one more time. Commissioning him through the @HoodMuseum is one of the highlights of my life. #AlvinLucier,0,0,1,0,[],[],[],"[{'start': 33, 'end': 44, 'probability': 0.9707, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]",[],"[{'start': 126, 'end': 137, 'username': 'HoodMuseum', 'id': '18948143'}]","[{'start': 175, 'end': 187, 'tag': 'AlvinLucier'}]",HoodMuseum,Alvin Lucier,[],AlvinLucier
544,992371832060825600,1gymholradio,1GymholRadio,Ο 1GymholRadio Είναι ο διαδικτυακός ραδιοφωνικός σταθμός του 1ου Γυμνάσιου Χολαργού που παίζει τα αγαπημένα σου τραγούδια του χθες και τις μεγαλύτερες επιτυχίες,[],9,2,5492,2021-12-01 21:40:54+00:00,1466160403533209600,ca,everyone,"#1GymholRadio - #Music - #MusicNews
Alvin Lucier, Experimental Composer, Dies at 90 
https://t.co/lhKKMmpyta https://t.co/pg2pdkQD6D",0,0,0,0,[],[],[],[],"[{'start': 85, 'end': 108, 'url': 'https://t.co/lhKKMmpyta', 'expanded_url': 'https://ift.tt/3DkLERG', 'display_url': 'ift.tt/3DkLERG'}, {'start': 109, 'end': 132, 'url': 'https://t.co/pg2pdkQD6D', 'expanded_url': 'https://twitter.com/1gymholradio/status/1466160403533209601/photo/1', 'display_url': 'pic.twitter.com/pg2pdkQD6D'}]",[],"[{'start': 0, 'end': 13, 'tag': '1GymholRadio'}, {'start': 16, 'end': 22, 'tag': 'Music'}, {'start': 25, 'end': 35, 'tag': 'MusicNews'}]",[],[],"https://ift.tt/3DkLERG, https://twitter.com/1gymholradio/status/1466160403533209601/photo/1","1GymholRadio, Music, MusicNews"
614,3037495307,plasllanina,The Nightfly 🇪🇺 🇺🇦,"To begin at the beginning. Community, Cooperation, Collaboration
...and occasional bollox.
Cynefin / Hiraeth / Ardal
#LocalGovernment #Landscape #Books #Toons",Communication Mondiale 76:14,851,1947,26183,2021-12-01 21:03:27+00:00,1466150976616865792,en,everyone,"On the death of #AlvinLucier an earlier review by @johnjnicol  @obladada
https://t.co/RaCNMsDNsT",0,0,2,0,[],[],[],[],"[{'start': 73, 'end': 96, 'url': 'https://t.co/RaCNMsDNsT', 'expanded_url': 'https://obladada.com/2018/09/26/revisio-alvin-lucier-illuminated-by-the-moon/', 'display_url': 'obladada.com/2018/09/26/rev…'}]","[{'start': 50, 'end': 61, 'username': 'johnjnicol', 'id': '424299424'}, {'start': 63, 'end': 72, 'username': 'obladada', 'id': '1003254816775262208'}]","[{'start': 16, 'end': 28, 'tag': 'AlvinLucier'}]","johnjnicol, obladada",[],https://obladada.com/2018/09/26/revisio-alvin-lucier-illuminated-by-the-moon/,AlvinLucier
626,828026295200186368,NYC_Music_b,NYC Music Briefly,"A NYC Music community with less noise & more highlights
on @briefly_tldr. Follow for an invite to join our open beta!",Internet,2771,4798,4331,2021-12-01 20:46:07+00:00,1466146616977416192,en,everyone,"Alvin Lucier, Probing Composer of Soundscapes, Is Dead at 91 (Nytimes)

His experimental music was rooted in the physics of sound and might yield unpredictable resu...

Add your highlights:
https://t.co/nJSgydKv9R
 #NYC #music #nycmusic",0,0,1,0,[],[],[],"[{'start': 0, 'end': 11, 'probability': 0.9833000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 190, 'end': 213, 'url': 'https://t.co/nJSgydKv9R', 'expanded_url': 'https://briefly.co/anchor/NYC_music/story/alvin-lucier-probing-composer-of-soundscapes-is-dead-at-91?hl=1&f=montasio&utm_source=Twitter&utm_medium=autotweet&utm_content=unhighlighted&utm_campaign=NYC_music', 'display_url': 'briefly.co/anchor/NYC_mus…'}]",[],"[{'start': 215, 'end': 219, 'tag': 'NYC'}, {'start': 220, 'end': 226, 'tag': 'music'}, {'start': 227, 'end': 236, 'tag': 'nycmusic'}]",[],Alvin Lucier,https://briefly.co/anchor/NYC_music/story/alvin-lucier-probing-composer-of-soundscapes-is-dead-at-91?hl=1&f=montasio&utm_source=Twitter&utm_medium=autotweet&utm_content=unhighlighted&utm_campaign=NYC_music,"NYC, music, nycmusic"
642,414186251,Cow_Palace,t͒͒͝h̫͒͒e̫͒͒ c͒ͧ͒o͒̊͒w͒̉͒ p̼͒͒a͒͒͜l᷂͒͒a͒̍͒c͒ͤ͒e͒͒͘,"a consequence of the belief that all animals deserve a temple, the cow palace is failing machines and flesh with grace. phd @yorkuniversity words.music.images",the outer rings of saturn,868,2271,19350,2021-12-01 20:31:13+00:00,1466142864069599232,en,everyone,"alvin lucier -- music on a long thin wire [album, 1980]
https://t.co/WM2yafKAnH

#radiophd 
#drone #music #experimentalmusic
RIP #AlvinLucier",0,0,1,0,[],[],[],"[{'start': 0, 'end': 11, 'probability': 0.8027000000000001, 'type': 'Person', 'normalized_text': 'alvin lucier'}]","[{'start': 56, 'end': 79, 'url': 'https://t.co/WM2yafKAnH', 'expanded_url': 'https://radiophd.tumblr.com/post/177315187592/alvin-lucier-music-on-a-long-thin-wire-album', 'display_url': 'radiophd.tumblr.com/post/177315187…'}]",[],"[{'start': 81, 'end': 90, 'tag': 'radiophd'}, {'start': 92, 'end': 98, 'tag': 'drone'}, {'start': 99, 'end': 105, 'tag': 'music'}, {'start': 106, 'end': 124, 'tag': 'experimentalmusic'}, {'start': 129, 'end': 141, 'tag': 'AlvinLucier'}]",[],alvin lucier,https://radiophd.tumblr.com/post/177315187592/alvin-lucier-music-on-a-long-thin-wire-album,"radiophd, drone, music, experimentalmusic, AlvinLucier"
643,49539742,maelstream,Ron M!lls,Living brain donor. ^Northernmost CEO.,"Edmonton, Alberta 🇨🇦",3020,3982,16566,2021-12-01 20:31:05+00:00,1466142832037543936,en,everyone,I Am Sitting In A Room (different than the one you are sitting in) #NowPlaying https://t.co/9aJjJ4aMnG. Thanks and goodbye to Alvin Lucier.,0,1,3,0,[],[],[],"[{'start': 126, 'end': 137, 'probability': 0.9277000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 79, 'end': 102, 'url': 'https://t.co/9aJjJ4aMnG', 'expanded_url': 'https://youtu.be/fAxHlLK3Oyk', 'display_url': 'youtu.be/fAxHlLK3Oyk'}]",[],"[{'start': 67, 'end': 78, 'tag': 'NowPlaying'}]",[],Alvin Lucier,https://youtu.be/fAxHlLK3Oyk,NowPlaying
655,1201850228820848640,cahill_music,hannah,Music Theorist & Teacher 🎶🤘 🧠 Currently doing MSc in Music Mind & Brain @goldsmithsPsych 🎶 interested in music & emotion 🎶 Always learning 📖 📚 🤓,[],101,430,62,2021-12-01 20:24:28+00:00,1466141168777973760,en,everyone,RIP Alvin Lucier 😔 #iamsittinginaroom #AlvinLucier #experimentalmusic https://t.co/AchddP9I7o,1,0,4,0,[],[],[],[],"[{'start': 70, 'end': 93, 'url': 'https://t.co/AchddP9I7o', 'expanded_url': 'https://twitter.com/cahill_music/status/1466141168777973767/photo/1', 'display_url': 'pic.twitter.com/AchddP9I7o'}]",[],"[{'start': 19, 'end': 37, 'tag': 'iamsittinginaroom'}, {'start': 38, 'end': 50, 'tag': 'AlvinLucier'}, {'start': 51, 'end': 69, 'tag': 'experimentalmusic'}]",[],[],https://twitter.com/cahill_music/status/1466141168777973767/photo/1,"iamsittinginaroom, AlvinLucier, experimentalmusic"
658,548506337,ErrollynWallen,Errollyn Wallen,"Composer. Music travelled to outer space. Ivor Novello, Brit Composer award, NPR Top 10, BBC 100 Women, CBE & Last Night of the Proms. New opera - Dido’s Ghost",London & Scottish Highlands,5760,2458,11603,2021-12-01 20:21:26+00:00,1466140405855043584,en,everyone,I just heard Alvin Lucier has died. I loved him very much.#AlvinLucier,0,2,22,1,[],[],[],"[{'start': 13, 'end': 24, 'probability': 0.991, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]",[],[],"[{'start': 58, 'end': 70, 'tag': 'AlvinLucier'}]",[],Alvin Lucier,[],AlvinLucier
668,2499735536,004nino,Jean Lebrun,"Retraité.Égalité,fraternité,justice,liberté,nationaliste, Aka Giovanni  Bruno  Aka  Giovanni  Wolfmann  Bruno contre le virus de la  corruption  ,les injustices","Québec, Canada",6074,6649,242052,2021-12-01 20:18:28+00:00,1466139657301864448,en,everyone,"RIP  25 036)  #American  #Alvin #Lucier , #Probing #Composer #of #Soundscapes , Is #Dead #December  1, 2021  at 91 https://t.co/FJPPQ6l4G6",0,0,0,0,[],[],[],[],"[{'start': 115, 'end': 138, 'url': 'https://t.co/FJPPQ6l4G6', 'expanded_url': 'https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html?smid=tw-share', 'display_url': 'nytimes.com/2021/12/01/art…'}]",[],"[{'start': 14, 'end': 23, 'tag': 'American'}, {'start': 25, 'end': 31, 'tag': 'Alvin'}, {'start': 32, 'end': 39, 'tag': 'Lucier'}, {'start': 42, 'end': 50, 'tag': 'Probing'}, {'start': 51, 'end': 60, 'tag': 'Composer'}, {'start': 61, 'end': 64, 'tag': 'of'}, {'start': 65, 'end': 77, 'tag': 'Soundscapes'}, {'start': 83, 'end': 88, 'tag': 'Dead'}, {'start': 89, 'end': 98, 'tag': 'December'}]",[],[],https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html?smid=tw-share,"American, Alvin, Lucier, Probing, Composer, of, Soundscapes, Dead, December"
671,1454466361518874624,PhyllisAlbanese,Phyllis Albanese,Follow for follow and like for like thank you,New York,10,84,3484,2021-12-01 20:15:51+00:00,1466139000125767680,en,everyone,"""Alvin Lucier, Probing Composer of Soundscapes, Is Dead at 91"" By @PhyllisAlbanese #Arts https://t.co/ozI5wmG8PN",0,0,0,0,[],[],[],"[{'start': 1, 'end': 12, 'probability': 0.9529000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 89, 'end': 112, 'url': 'https://t.co/ozI5wmG8PN', 'expanded_url': 'https://twitter.com/PhyllisAlbanese/status/1466139000125767687/photo/1', 'display_url': 'pic.twitter.com/ozI5wmG8PN'}]","[{'start': 66, 'end': 82, 'username': 'PhyllisAlbanese', 'id': '1454466361518874630'}]","[{'start': 83, 'end': 88, 'tag': 'Arts'}]",PhyllisAlbanese,Alvin Lucier,https://twitter.com/PhyllisAlbanese/status/1466139000125767687/photo/1,Arts
672,1052722184752312320,EnterSa64248346,Enter Sandman,#blockchain enthusiast and #cryptocurrency investor. Searching promising projects. Share news and interesting articles. #followme and #RT if you like it,[],647,1139,21923,2021-12-01 20:15:28+00:00,1466138902088060928,en,everyone,"""Alvin Lucier, Probing Composer of Soundscapes, Is Dead at 91"" https://t.co/orFfCfNwV9 #art #illustration #drawing #picture #artist #Beautiful",0,0,0,0,[],[],[],"[{'start': 1, 'end': 12, 'probability': 0.9466, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 63, 'end': 86, 'url': 'https://t.co/orFfCfNwV9', 'expanded_url': 'https://ift.tt/32KdxWp', 'display_url': 'ift.tt/32KdxWp', 'images': [{'url': 'https://pbs.twimg.com/news_img/1473788807749251074/B7LESj5U?format=jpg&name=orig', 'width': 1400, 'height': 787}, {'url': 'https://pbs.twimg.com/news_img/1473788807749251074/B7LESj5U?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Alvin Lucier, Probing Composer of Soundscapes, Is Dead at 90', 'description': 'His experimental music was rooted in the physics of sound and might yield unpredictable results — in one instance a Beatles song emanating from a teapot.', 'unwound_url': 'https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html?partner=IFTTT'}]",[],"[{'start': 87, 'end': 91, 'tag': 'art'}, {'start': 92, 'end': 105, 'tag': 'illustration'}, {'start': 106, 'end': 114, 'tag': 'drawing'}, {'start': 115, 'end': 123, 'tag': 'picture'}, {'start': 124, 'end': 131, 'tag': 'artist'}, {'start': 132, 'end': 142, 'tag': 'Beautiful'}]",[],Alvin Lucier,https://ift.tt/32KdxWp,"art, illustration, drawing, picture, artist, Beautiful"
676,1299006008812089344,StacyMa69663680,Stacy Martinez,hey i'm Stacy From new York city welcome at my account,New York City,14,1,1684,2021-12-01 20:09:33+00:00,1466137412342591488,en,everyone,"""Alvin Lucier, Probing Composer of Soundscapes, Is Dead at 91"" by @StacyMa69663680 #art https://t.co/o9pY1hkbON",0,0,0,0,[],[],[],"[{'start': 1, 'end': 12, 'probability': 0.9539000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 88, 'end': 111, 'url': 'https://t.co/o9pY1hkbON', 'expanded_url': 'https://twitter.com/StacyMa69663680/status/1466137412342591493/photo/1', 'display_url': 'pic.twitter.com/o9pY1hkbON'}]","[{'start': 66, 'end': 82, 'username': 'StacyMa69663680', 'id': '1299006008812089344'}]","[{'start': 83, 'end': 87, 'tag': 'art'}]",StacyMa69663680,Alvin Lucier,https://twitter.com/StacyMa69663680/status/1466137412342591493/photo/1,art
687,1359479529966686208,thegossipsworld,The Gossips World,"We delivers the latest updates on Technology, Gadgets, Entertainment, Trending Topics, & Sports News #trendingnews #worldnews #entertainment #sports #viralpost",[],40,9,829,2021-12-01 20:04:06+00:00,1466136042805813248,en,everyone,"Alvin Lucier Cause Of Death, Composer &amp; Musician Died, Check Obituary, Funeral, Latest News!

https://t.co/ArztJEHzSv

#AlvinLucier #RipAlvinLucier #ComposerAlvinLucier #MusicianAlvinLucier #AlvinLucierDeathNews #worldnews #WorldNewsTonight #Viral #Trending #TrendingNow #trends",0,0,0,0,[],[],[],"[{'start': 0, 'end': 11, 'probability': 0.9329000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 98, 'end': 121, 'url': 'https://t.co/ArztJEHzSv', 'expanded_url': 'https://thegossipsworld.com/alvin-lucier-cause-of-death-composer-musician-died-check-obituary-funeral-latest-news/', 'display_url': 'thegossipsworld.com/alvin-lucier-c…'}]",[],"[{'start': 123, 'end': 135, 'tag': 'AlvinLucier'}, {'start': 136, 'end': 151, 'tag': 'RipAlvinLucier'}, {'start': 152, 'end': 172, 'tag': 'ComposerAlvinLucier'}, {'start': 173, 'end': 193, 'tag': 'MusicianAlvinLucier'}, {'start': 194, 'end': 215, 'tag': 'AlvinLucierDeathNews'}, {'start': 216, 'end': 226, 'tag': 'worldnews'}, {'start': 227, 'end': 244, 'tag': 'WorldNewsTonight'}, {'start': 245, 'end': 251, 'tag': 'Viral'}, {'start': 252, 'end': 261, 'tag': 'Trending'}, {'start': 262, 'end': 274, 'tag': 'TrendingNow'}, {'start': 275, 'end': 282, 'tag': 'trends'}]",[],Alvin Lucier,https://thegossipsworld.com/alvin-lucier-cause-of-death-composer-musician-died-check-obituary-funeral-latest-news/,"AlvinLucier, RipAlvinLucier, ComposerAlvinLucier, MusicianAlvinLucier, AlvinLucierDeathNews, worldnews, WorldNewsTonight, Viral, Trending, TrendingNow, trends"
705,26266790,edula,Si Edwards,Film festivals & shit. All my tattoos have names. Do programme manager stuff for @CorkFilmFest - Llandudno rapscallion - Views my own.,"Cork, Ireland",1025,3837,4748,2021-12-01 19:53:30+00:00,1466133373601124352,en,everyone,"Now listening. R.I.P Alvin Lucier. 
- 
#alvinlucier #rip #musicforsoloperformer https://t.co/Uh3kgA1Kk4",1,1,11,0,[],[],[],"[{'start': 21, 'end': 32, 'probability': 0.7404000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 80, 'end': 103, 'url': 'https://t.co/Uh3kgA1Kk4', 'expanded_url': 'https://twitter.com/edula/status/1466133373601124367/photo/1', 'display_url': 'pic.twitter.com/Uh3kgA1Kk4'}]",[],"[{'start': 39, 'end': 51, 'tag': 'alvinlucier'}, {'start': 52, 'end': 56, 'tag': 'rip'}, {'start': 57, 'end': 79, 'tag': 'musicforsoloperformer'}]",[],Alvin Lucier,https://twitter.com/edula/status/1466133373601124367/photo/1,"alvinlucier, rip, musicforsoloperformer"
744,97223237,AndyMascola,Andy Mascola,"A husband, father, novelist, host of @PEOPLERTHEENEMY, and senior writer for @StGABlog.",[],2279,1682,87322,2021-12-01 19:26:49+00:00,1466126659963305984,en,everyone,Alvin Lucier was from my city. I had no idea. #Nashua #NewHampshire #RIP https://t.co/eRR5J0WqUz,0,3,2,0,[],[],[],"[{'start': 0, 'end': 11, 'probability': 0.9891000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 73, 'end': 96, 'url': 'https://t.co/eRR5J0WqUz', 'expanded_url': 'https://twitter.com/AndyMascola/status/1466126659963306000/photo/1', 'display_url': 'pic.twitter.com/eRR5J0WqUz'}]",[],"[{'start': 46, 'end': 53, 'tag': 'Nashua'}, {'start': 54, 'end': 67, 'tag': 'NewHampshire'}, {'start': 68, 'end': 72, 'tag': 'RIP'}]",[],Alvin Lucier,https://twitter.com/AndyMascola/status/1466126659963306000/photo/1,"Nashua, NewHampshire, RIP"
745,567816240,GlennRemington,Glenn Remington,Systems Aesthetics,"Sydney, Australia",75,316,1039,2021-12-01 19:25:59+00:00,1466126449623109632,en,everyone,"RIP Alvin Lucier, one of the great American composer of experimental music and sound installations #alvinlucier #experimentalmusic #iamsittinginaroom https://t.co/5jQEgYhr6z",0,0,0,0,[],[],[],"[{'start': 4, 'end': 15, 'probability': 0.9589000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 150, 'end': 173, 'url': 'https://t.co/5jQEgYhr6z', 'expanded_url': 'https://www.instagram.com/p/CW86-orha_E/?utm_medium=twitter', 'display_url': 'instagram.com/p/CW86-orha_E/…'}]",[],"[{'start': 99, 'end': 111, 'tag': 'alvinlucier'}, {'start': 112, 'end': 130, 'tag': 'experimentalmusic'}, {'start': 131, 'end': 149, 'tag': 'iamsittinginaroom'}]",[],Alvin Lucier,https://www.instagram.com/p/CW86-orha_E/?utm_medium=twitter,"alvinlucier, experimentalmusic, iamsittinginaroom"
759,1120329042677456896,usdaynews,US day News,"Find the most popular stories & top trending news about business, celebrities, entertainment, and crime. 
⬇️🔻Check Our Website🔻⬇️",[],201,48,6107,2021-12-01 19:15:56+00:00,1466123920118067200,en,everyone,"Composer and experimental musician passed away on December 1, 2021, at the age of 90. Alvin Lucier’s cause of death is not currently known.
#AlvinLucier

https://t.co/xIqcohnFOu",0,0,0,0,[],[],[],"[{'start': 86, 'end': 97, 'probability': 0.9098, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 154, 'end': 177, 'url': 'https://t.co/xIqcohnFOu', 'expanded_url': 'https://usdaynews.com/celebrities/celebrity-death/alvin-lucier-death-cause/', 'display_url': 'usdaynews.com/celebrities/ce…'}]",[],"[{'start': 140, 'end': 152, 'tag': 'AlvinLucier'}]",[],Alvin Lucier,https://usdaynews.com/celebrities/celebrity-death/alvin-lucier-death-cause/,AlvinLucier
766,15887971,Legere,Legere,| https://t.co/zYnfpNh7sT | Kwai! |Proud to be #Abenaki | #nativecreative | Tactical Weapons Expert|Krav Maga|Self-Defense|Ready,New York,14344,15340,15247,2021-12-01 19:14:19+00:00,1466123512347873280,en,everyone,"RIP Alvin Lucier, one of the most influential composers of our time, born in Nashua, N.H. I was blessed to know Alvin and be profoundly inspired &amp; influenced by him. @wesleyan_u #experimentalmusic #patchcords #creativemusic I was just thinking about him yesterday. https://t.co/JYLwZHhuyR",1,2,12,0,[],[],[],"[{'start': 4, 'end': 15, 'probability': 0.9791000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 77, 'end': 88, 'probability': 0.4521, 'type': 'Place', 'normalized_text': 'Nashua, N.H.'}, {'start': 112, 'end': 116, 'probability': 0.9812000000000001, 'type': 'Person', 'normalized_text': 'Alvin'}]","[{'start': 269, 'end': 292, 'url': 'https://t.co/JYLwZHhuyR', 'expanded_url': 'https://twitter.com/Legere/status/1466123512347873288/photo/1', 'display_url': 'pic.twitter.com/JYLwZHhuyR'}]","[{'start': 170, 'end': 181, 'username': 'wesleyan_u', 'id': '26759755'}]","[{'start': 182, 'end': 200, 'tag': 'experimentalmusic'}, {'start': 201, 'end': 212, 'tag': 'patchcords'}, {'start': 213, 'end': 227, 'tag': 'creativemusic'}]",wesleyan_u,"Alvin Lucier, Nashua, N.H., Alvin",https://twitter.com/Legere/status/1466123512347873288/photo/1,"experimentalmusic, patchcords, creativemusic"
774,44844044,GordonSexyyuen,Gordon Sexyyuen,"minimal techno , minimal house , micro house , noise music , experimental music , avantgarde , free improvisation",[],534,2131,15366,2021-12-01 19:09:34+00:00,1466122319126884352,en,everyone,"So sad to hear , experimental music composer Alvin Lucier passed away at the age of 90 . 

RIP Alvin Lucier ( 1931 - 2021 )

#alvinlucier #experimental #soundinstallation #avantgarde #electroacoustic #musiqueconcrete #soundart #photo #photography #写真 https://t.co/z2nOqbMaKR",1,0,7,0,[],[],[],"[{'start': 45, 'end': 56, 'probability': 0.9865, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 95, 'end': 106, 'probability': 0.8542000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 251, 'end': 274, 'url': 'https://t.co/z2nOqbMaKR', 'expanded_url': 'https://twitter.com/GordonSexyyuen/status/1466122319126884353/photo/1', 'display_url': 'pic.twitter.com/z2nOqbMaKR'}, {'start': 251, 'end': 274, 'url': 'https://t.co/z2nOqbMaKR', 'expanded_url': 'https://twitter.com/GordonSexyyuen/status/1466122319126884353/photo/1', 'display_url': 'pic.twitter.com/z2nOqbMaKR'}]",[],"[{'start': 125, 'end': 137, 'tag': 'alvinlucier'}, {'start': 138, 'end': 151, 'tag': 'experimental'}, {'start': 152, 'end': 170, 'tag': 'soundinstallation'}, {'start': 171, 'end': 182, 'tag': 'avantgarde'}, {'start': 183, 'end': 199, 'tag': 'electroacoustic'}, {'start': 200, 'end': 216, 'tag': 'musiqueconcrete'}, {'start': 217, 'end': 226, 'tag': 'soundart'}, {'start': 227, 'end': 233, 'tag': 'photo'}, {'start': 234, 'end': 246, 'tag': 'photography'}, {'start': 247, 'end': 250, 'tag': '写真'}]",[],"Alvin Lucier, Alvin Lucier","https://twitter.com/GordonSexyyuen/status/1466122319126884353/photo/1, https://twitter.com/GordonSexyyuen/status/1466122319126884353/photo/1","alvinlucier, experimental, soundinstallation, avantgarde, electroacoustic, musiqueconcrete, soundart, photo, photography, 写真"
785,780577189607583744,CASoCNB,Centro de arte sonoro,Centro de Arte Sonoro. Estamos en la Casa Nacional del Bicentenario (@CNBLaCasa).,"Buenos Aires, Argentina",527,530,1007,2021-12-01 19:05:48+00:00,1466121370627043328,es,everyone,"Con profunda tristeza despedimos al compositor experimental estadounidense Alvin Lucier. 
En su homenaje, #RadioCASo repasará su trayectoria con algunas de sus obras interpretadas en 2017 por Leonello Zambón, Bruno Lo Bianco, Carmen Baliero y Mauro Zannoli
🔊Hoy, 16 y 19 H https://t.co/KELSfJQuWa",3,0,3,0,[],[],[],"[{'start': 75, 'end': 86, 'probability': 0.9033, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 192, 'end': 206, 'probability': 0.8903000000000001, 'type': 'Person', 'normalized_text': 'Leonello Zambón'}, {'start': 209, 'end': 223, 'probability': 0.9827, 'type': 'Person', 'normalized_text': 'Bruno Lo Bianco'}, {'start': 226, 'end': 239, 'probability': 0.9849, 'type': 'Person', 'normalized_text': 'Carmen Baliero'}, {'start': 243, 'end': 256, 'probability': 0.5309, 'type': 'Person', 'normalized_text': 'Mauro Zannoli'}]","[{'start': 273, 'end': 296, 'url': 'https://t.co/KELSfJQuWa', 'expanded_url': 'https://twitter.com/CASoCNB/status/1466121370627043329/photo/1', 'display_url': 'pic.twitter.com/KELSfJQuWa'}, {'start': 273, 'end': 296, 'url': 'https://t.co/KELSfJQuWa', 'expanded_url': 'https://twitter.com/CASoCNB/status/1466121370627043329/photo/1', 'display_url': 'pic.twitter.com/KELSfJQuWa'}]",[],"[{'start': 106, 'end': 116, 'tag': 'RadioCASo'}]",[],"Alvin Lucier, Leonello Zambón, Bruno Lo Bianco, Carmen Baliero, Mauro Zannoli","https://twitter.com/CASoCNB/status/1466121370627043329/photo/1, https://twitter.com/CASoCNB/status/1466121370627043329/photo/1",RadioCASo
794,19766287,BrainAnalyser,Luciana Haill,"artist & lecturer expressing sleep, time & nostalgia in artworks made by recording brainwaves, explored in mixed realities (and sometimes with dreamachines 😉)","St Leonards, UK",1320,1335,4731,2021-12-01 19:02:23+00:00,1466120511004594176,en,everyone,Alvin Lucier has passed . Thanks for the lessons and Performance EEG art technical and conceptual inspiration. I wish I had met you IRL #iamsittinginaroom #alvinlucier #musicforsoloperformer #eegArt https://t.co/ufolZMiULp,1,1,7,0,[],[],"{'full_name': 'Hastings, England', 'id': '3a39f348d4d697fb'}","[{'start': 0, 'end': 11, 'probability': 0.9879, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 199, 'end': 222, 'url': 'https://t.co/ufolZMiULp', 'expanded_url': 'https://twitter.com/BrainAnalyser/status/1466120511004594184/photo/1', 'display_url': 'pic.twitter.com/ufolZMiULp'}]",[],"[{'start': 136, 'end': 154, 'tag': 'iamsittinginaroom'}, {'start': 155, 'end': 167, 'tag': 'alvinlucier'}, {'start': 168, 'end': 190, 'tag': 'musicforsoloperformer'}, {'start': 191, 'end': 198, 'tag': 'eegArt'}]",[],Alvin Lucier,https://twitter.com/BrainAnalyser/status/1466120511004594184/photo/1,"iamsittinginaroom, alvinlucier, musicforsoloperformer, eegArt"
845,41337658,marcospm,Pandeireteiro,"One down, one up, como dicía Coltrane.",A Coruña,504,371,5004,2021-12-01 18:34:16+00:00,1466113434773303296,es,everyone,"Morreu Alvin Lucier, un dos grandes exploradores do son como pregunta. #AlvinLucier",0,1,3,0,[],[],[],"[{'start': 7, 'end': 18, 'probability': 0.8308000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]",[],[],"[{'start': 71, 'end': 83, 'tag': 'AlvinLucier'}]",[],Alvin Lucier,[],AlvinLucier
851,181958559,ppdisundia,歪みっぱなしの帝国.,"全国ドローン連合代表.ドローンとシューゲイズ.辺境音楽が好きです.岡山市のレストランpadangpadangの宣伝.ライブ告知など日々の事をちらほら.
最近よくロードサイクルで遠征してます♪
padangpadang
岡山市北区表町1-7-10
086-223-6665",[],572,743,5068,2021-12-01 18:29:55+00:00,1466112341758595072,ja,everyone,"RIP...#alvin lucier様

初めて貴方の事　貴方の音楽をお聴きした時　全てのベクトルが傾き　今　自分の正しい方向に　音楽　生活　自由な仕事など 生きている上で　なんと豊富な　記憶に残る音楽だったのか...

お疲れ様でした",0,0,1,0,[],[],[],[],[],[],"[{'start': 6, 'end': 12, 'tag': 'alvin'}]",[],[],[],alvin
